"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32"
-0.257614989947661;0.0937198680919106;0.28475106707558;-0.244122272859447;0.0436438537028525;-0.022478346493269;0.0747839152827842;-0.0059148368658857;0.369426166748541;-0.413847533513842;0.0894602735465551;0.279881848154565;-0.219024924145366;0.424937464286994;0.0255188977102506;-0.0831855466949645;-0.240023676845152;-0.0292658662287648;0.0150343389046236;0.0171746346092203;0.129253280713045;-0.0221362641254976;-0.117414971526024;-0.0119188984032797;-0.0381989799666874;-0.141178327480723;0.110115081622659;0.104143940517454;0.0394458849315916;0.00343504434465722;0.0733569477294872;0.0671779733256309
-0.226877383492361;0.0836115080609932;0.286391922015839;-0.268790962133056;0.125066856278284;0.0525165671068116;0.117002702676625;0.0480885742909059;0.021421300067903;-0.130668725151547;-0.0609660070895594;-0.286304655806;-0.0462589029544486;-0.0065748705329635;0.117398755050063;0.15958194695266;0.220085424320663;0.11986632405283;-0.0646243202289116;-0.275454420213522;-0.185877866536985;-0.250586299310502;0.0902309668093761;0.202126034068889;-0.00678157315647727;0.509472059250887;-0.127745669598627;-0.0335408756633119;0.0295732758321817;-0.0577786228282431;-0.18235828111944;-0.0670508207276965
-0.170383487389113;-0.189315593402631;0.283581035350584;0.0913129984426234;-0.34898152310851;-0.3480073506386;-0.230500577227158;0.0514606840345271;0.218539489422231;0.237451955425618;-0.0386662790016206;0.100125661632144;0.385782533346002;0.0371292965997376;-0.0140513517899551;-0.144867694433124;-0.210710194210165;0.129175830976205;-0.206910690822986;-0.130755898198418;0.0103240417075649;-0.128462600467464;0.163952817910679;-0.0232571661041981;-0.0294116476917563;-0.00656500651416202;-0.0387451164031398;-0.123813699458465;0.0808191774506544;0.0293238844437455;-0.114330093273754;-0.23961580510667
-0.152341674663783;-0.088928929765036;0.211123776695913;0.237561597085272;0.249307757706867;0.0151817672624369;0.197014668454147;0.00620706967267182;-0.0250064576113502;-0.0953090200307337;-0.325266462011723;-0.400576830822629;0.285245906704304;-0.000168567338467169;-0.178797379178745;-0.0634418231161005;-0.160628342793995;0.00962595837326567;0.14369875723591;0.204808357953663;0.224033191454887;0.065419797839783;-0.110388480304604;-0.137932633043737;-0.268854571804744;0.0158848161821425;0.0224081040372341;0.0216772992034116;0.206339936722419;-0.273994778100216;0.0470671494957172;0.0759315001814259
-0.141388088221161;-0.19755516944015;0.0218468725819369;0.107276726818996;0.0256614344880809;-0.338527520948017;-0.0674932993530196;0.0333043395250543;0.0347722869005164;0.0358453896417652;0.380179757632611;0.00305595125860201;0.0814222648977522;0.15356524657231;0.0455311335427537;0.311599236039063;0.459673882281045;0.12999538128999;0.32756432201904;0.130019276197149;0.23725129225253;0.111730921823329;-0.248823079268045;0.107909049572289;0.0827951813285579;-0.00352645650826184;-0.0675262707746123;0.0522885553366017;0.130077228420988;-0.0171486144149119;-0.0246045067309735;-0.0702879030841332
-0.138776086906018;-0.230349878176662;0.0169712156494308;0.0214578136771829;0.145839914802104;-0.202458096196359;0.0939455544112397;-0.149008507707771;-0.0739752180209711;-0.14570553364484;0.212151402209248;-0.0839820707807176;0.145518697149369;-0.181618711193452;-0.132136172103803;0.125055807872952;-0.263330213427159;-0.251060914791202;0.175939519794568;-0.15696934523111;0.143249351994656;-0.200158876198283;0.151918541674398;-0.0125177738500928;0.0557673399748662;0.00546191612116086;-0.084332451060633;0.00966480789306365;-0.47892357363448;0.287743591879079;-0.0392090202734418;0.267927453117996
-0.166094462501297;-0.223931184343395;-0.0793762938034989;0.00906274196312948;-0.216162898220631;-0.0747203341657904;0.0561896924656834;0.37501768324059;0.00586731363963887;-0.227538014327596;-0.00384016131981176;-0.277428233206052;-0.208242308367882;-0.235623070220624;0.34647434313825;-0.0447773002711888;-0.0288442274584838;0.0608563213590704;0.163280033702562;-0.132476751721781;-0.197682606924411;0.0992774468587533;-0.126244520441945;-0.202973428608687;-0.136763683251284;-0.24068410062854;0.2871173168785;-0.111932049367873;-0.104824577379925;0.0375272986166783;-0.131276712995293;-0.1183779573744
-0.176286092249577;-0.213467047565191;-0.189742796745946;-0.117141093678174;-0.0828803356250238;0.101054879469054;0.0935475181792519;0.20927319379719;0.232866264696566;0.0578953026089916;0.10734778633749;-0.00791186980211071;-0.0654005112510153;-0.0615512032862413;-0.469561539429264;0.127302160102008;0.178208050430353;0.157226156028251;-0.178069300196764;-0.00486486216040479;-0.191419629417966;-0.239430270456239;0.0307037659210171;-0.0405752267594022;-0.144534761274795;-0.22229153810488;-0.163023400216695;-0.181568163366088;0.0312872755479899;-0.182685740732984;0.248410757844653;0.28178433548495
-0.177349994467473;-0.153896642211772;-0.253671547066202;-0.153020099989652;-0.158422893465098;0.106448043520296;-0.0371696189986006;-0.140406866178446;0.124261902557657;0.155711290223558;-0.207050306462875;-0.0980751583513596;0.0423011006693019;0.0847797331152589;-0.0718318565432345;0.104859451735811;-0.00371001404549377;-0.226221421649225;0.0578216810468909;-0.159606551810385;-0.084527194779655;-0.0390128961946332;-0.264721041727814;-0.251443422964689;-0.0867096002349285;0.127657514590746;-0.0864086396230466;0.470169781231941;0.219491549410457;0.374478417584149;0.0853938788641624;-0.110664573514759
-0.173657980175398;-0.0356214251077535;-0.290633893785223;-0.128313031958075;-0.0430999859639125;-0.0629096826063323;-0.308901166562515;-0.522621198395936;0.0522693983650938;0.0105137403586252;-0.147211196293768;-0.130226253357199;0.1024694662502;0.158633624624566;0.209934050673059;-0.132429210316996;0.0577198007626772;0.0462814787307078;0.155424296710844;-0.136461649415853;-0.11463156210263;0.00574000110093872;-0.0240293777333621;0.262004746104514;-0.159177577707862;-0.108520643807605;0.122643904625845;-0.102287034582888;-0.154910764957976;-0.317336982281976;0.0732787866563478;0.176604110489938
